TubeID	IsolateID	g_sp	Random_order	PlateID	WellID	plate_well	Replicate	row	col	cloudy	CV	growth_midpoint1	growth_midpoint2	growth_midpoint3
EDGE	#N/A	#N/A	NA	4	H5	4_H5	NA	H	5		0.121	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	4	H6	4_H6	NA	H	6		0.122	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	4	H7	4_H7	NA	H	7		0.128	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	4	H8	4_H8	NA	H	8		0.129	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	4	H9	4_H9	NA	H	9		0.132	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	4	H10	4_H10	NA	H	10		0.142	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	4	H11	4_H11	NA	H	11		0.137	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	4	H12	4_H12	NA	H	12		0.141	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	4	B1	4_B1	NA	B	1		0.136	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	4	C1	4_C1	NA	C	1		0.136	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	4	D1	4_D1	NA	D	1		0.149	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	4	E1	4_E1	NA	E	1		0.127	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	4	F1	4_F1	NA	F	1		0.129	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	4	G1	4_G1	NA	G	1		0.133	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	4	B12	4_B12	NA	B	12		0.146	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	4	C12	4_C12	NA	C	12		0.152	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	4	D12	4_D12	NA	D	12		0.152	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	4	E12	4_E12	NA	E	12		0.163	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	4	F12	4_F12	NA	F	12		0.154	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	4	G12	4_G12	NA	G	12		0.166	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	5	A1	5_A1	NA	A	1		0.161	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	5	A2	5_A2	NA	A	2		0.152	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	5	A3	5_A3	NA	A	3		0.15	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	5	A4	5_A4	NA	A	4		0.199	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	5	A5	5_A5	NA	A	5		0.162	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	5	A6	5_A6	NA	A	6		0.153	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	5	A7	5_A7	NA	A	7		0.147	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	5	A8	5_A8	NA	A	8		0.153	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	5	A9	5_A9	NA	A	9		0.151	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	5	A10	5_A10	NA	A	10		0.166	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	5	A11	5_A11	NA	A	11		0.161	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	5	A12	5_A12	NA	A	12		0.161	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	5	H1	5_H1	NA	H	1		0.125	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	5	H2	5_H2	NA	H	2		0.131	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	5	H3	5_H3	NA	H	3		0.123	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	5	H4	5_H4	NA	H	4		0.126	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	5	H5	5_H5	NA	H	5		0.141	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	5	H6	5_H6	NA	H	6		0.127	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	5	H7	5_H7	NA	H	7		0.135	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	5	H8	5_H8	NA	H	8		0.139	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	5	H9	5_H9	NA	H	9		0.142	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	5	H10	5_H10	NA	H	10		0.133	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	5	H11	5_H11	NA	H	11		0.128	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	5	H12	5_H12	NA	H	12		0.14	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	5	B1	5_B1	NA	B	1		0.147	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	5	C1	5_C1	NA	C	1		0.159	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	5	D1	5_D1	NA	D	1		0.144	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	5	E1	5_E1	NA	E	1		0.157	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	5	F1	5_F1	NA	F	1		0.142	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	5	G1	5_G1	NA	G	1		0.138	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	5	B12	5_B12	NA	B	12		0.174	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	5	C12	5_C12	NA	C	12		0.167	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	5	D12	5_D12	NA	D	12		0.155	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	5	E12	5_E12	NA	E	12		0.148	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	5	F12	5_F12	NA	F	12		0.142	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	5	G12	5_G12	NA	G	12		0.178	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	6	A1	6_A1	NA	A	1		0.147	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	6	A2	6_A2	NA	A	2		0.146	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	6	A3	6_A3	NA	A	3		0.175	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	6	A4	6_A4	NA	A	4		0.151	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	6	A5	6_A5	NA	A	5		0.159	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	6	A6	6_A6	NA	A	6		0.148	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	6	A7	6_A7	NA	A	7		0.152	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	6	A8	6_A8	NA	A	8		0.186	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	6	A9	6_A9	NA	A	9		0.206	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	6	A10	6_A10	NA	A	10		0.155	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	6	A11	6_A11	NA	A	11		0.147	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	6	A12	6_A12	NA	A	12		0.166	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	6	H1	6_H1	NA	H	1		0.175	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	6	H2	6_H2	NA	H	2		0.138	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	6	H3	6_H3	NA	H	3		0.128	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	6	H4	6_H4	NA	H	4		0.139	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	6	H5	6_H5	NA	H	5		0.128	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	6	H6	6_H6	NA	H	6		0.122	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	6	H7	6_H7	NA	H	7		0.137	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	6	H8	6_H8	NA	H	8		0.12	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	6	H9	6_H9	NA	H	9		0.127	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	6	H10	6_H10	NA	H	10		0.143	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	6	H11	6_H11	NA	H	11		0.129	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	6	H12	6_H12	NA	H	12		0.138	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	6	B1	6_B1	NA	B	1		0.139	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	6	C1	6_C1	NA	C	1		0.149	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	6	D1	6_D1	NA	D	1		0.138	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	6	E1	6_E1	NA	E	1		0.128	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	6	F1	6_F1	NA	F	1		0.154	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	6	G1	6_G1	NA	G	1		0.169	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	6	B12	6_B12	NA	B	12		0.149	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	6	C12	6_C12	NA	C	12		0.205	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	6	D12	6_D12	NA	D	12		0.176	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	6	E12	6_E12	NA	E	12		0.362	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	6	F12	6_F12	NA	F	12		0.153	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	6	G12	6_G12	NA	G	12		0.159	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	7	A1	7_A1	NA	A	1		0.144	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	7	A2	7_A2	NA	A	2		0.149	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	7	A3	7_A3	NA	A	3		0.144	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	7	A4	7_A4	NA	A	4		0.141	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	7	A5	7_A5	NA	A	5		0.152	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	7	A6	7_A6	NA	A	6		0.149	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	7	A7	7_A7	NA	A	7		0.143	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	7	A8	7_A8	NA	A	8		0.15	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	7	A9	7_A9	NA	A	9		0.151	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	7	A10	7_A10	NA	A	10		0.147	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	7	A11	7_A11	NA	A	11		0.15	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	7	A12	7_A12	NA	A	12		0.17	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	7	H1	7_H1	NA	H	1		0.129	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	7	H2	7_H2	NA	H	2		0.133	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	7	H3	7_H3	NA	H	3		0.127	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	7	H4	7_H4	NA	H	4		0.124	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	7	H5	7_H5	NA	H	5		0.16	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	7	H6	7_H6	NA	H	6		0.135	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	7	H7	7_H7	NA	H	7		0.128	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	7	H8	7_H8	NA	H	8		0.126	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	7	H9	7_H9	NA	H	9		0.128	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	7	H10	7_H10	NA	H	10		0.124	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	7	H11	7_H11	NA	H	11		0.123	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	7	H12	7_H12	NA	H	12		0.128	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	7	B1	7_B1	NA	B	1		0.14	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	7	C1	7_C1	NA	C	1		0.145	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	7	D1	7_D1	NA	D	1		0.143	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	7	E1	7_E1	NA	E	1		0.211	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	7	F1	7_F1	NA	F	1		0.141	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	7	G1	7_G1	NA	G	1		0.318	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	7	B12	7_B12	NA	B	12		0.152	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	7	C12	7_C12	NA	C	12		0.167	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	7	D12	7_D12	NA	D	12		0.152	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	7	E12	7_E12	NA	E	12		0.144	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	7	F12	7_F12	NA	F	12		0.143	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	7	G12	7_G12	NA	G	12		0.138	#N/A	#N/A	#N/A
