ASVID	Taxon	Domain	Phylum	Class	Order	Family	Genus	Species	Confidence	ScientificName	ScientificName_unique
Espadaranaprosoblepon-ns_30	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	NA	NA	0.99996863137487	f__Rhodobacteraceae_unknown	f__Rhodobacteraceae_unknown.2
Espadaranaprosoblepon-ns_31	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	NA	0.999219038509848	g__Pseudomonas_unknown	g__Pseudomonas_unknown.246
Espadaranaprosoblepon-ns_32	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	NA	0.994883094469425	g__Pseudomonas_unknown	g__Pseudomonas_unknown.247
Espadaranaprosoblepon-ns_33	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Comamonas	NA	0.920592650314419	g__Comamonas_unknown	g__Comamonas_unknown.31
Espadaranaprosoblepon-ns_34	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Comamonas	NA	0.920592650314419	g__Comamonas_unknown	g__Comamonas_unknown.32
Espadaranaprosoblepon-ns_37	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	NA	NA	NA	0.999994963833892	o__Enterobacterales_unknown	o__Enterobacterales_unknown.26
Espadaranaprosoblepon-ns_38	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	NA	0.999863130230947	g__Pseudomonas_unknown	g__Pseudomonas_unknown.248
Espadaranaprosoblepon-ns_39	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	NA	0.99994359075222	g__Pseudomonas_unknown	g__Pseudomonas_unknown.249
Espadaranaprosoblepon-ns_4	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingobium	NA	0.966162144034047	g__Sphingobium_unknown	g__Sphingobium_unknown
Espadaranaprosoblepon-ns_40	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Chryseobacterium	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__Chryseobacterium	NA	0.987452255904937	g__Chryseobacterium_unknown	g__Chryseobacterium_unknown.56
Espadaranaprosoblepon-ns_42	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Erwiniaceae	NA	NA	0.931680733872858	f__Erwiniaceae_unknown	f__Erwiniaceae_unknown.8
Espadaranaprosoblepon-ns_43	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	NA	0.997691443261719	g__Acinetobacter_unknown	g__Acinetobacter_unknown.108
Espadaranaprosoblepon-ns_44	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	NA	NA	0.954040412993469	f__Enterobacteriaceae_unknown	f__Enterobacteriaceae_unknown.41
Espadaranaprosoblepon-ns_46	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	NA	0.999863130230947	g__Pseudomonas_unknown	g__Pseudomonas_unknown.250
Espadaranaprosoblepon-ns_47	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	NA	0.999219038509848	g__Pseudomonas_unknown	g__Pseudomonas_unknown.251
Espadaranaprosoblepon-ns_48	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Chryseobacterium	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__Chryseobacterium	NA	0.999994787568515	g__Chryseobacterium_unknown	g__Chryseobacterium_unknown.57
Espadaranaprosoblepon-ns_49	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Chryseobacterium	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__Chryseobacterium	NA	0.993582924204593	g__Chryseobacterium_unknown	g__Chryseobacterium_unknown.58
Espadaranaprosoblepon-ns_5	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	NA	0.999219038509848	g__Pseudomonas_unknown	g__Pseudomonas_unknown.252
Espadaranaprosoblepon-ns_50	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	NA	0.999995409862989	g__Acinetobacter_unknown	g__Acinetobacter_unknown.109
Espadaranaprosoblepon-ns_52	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	NA	0.995372330230812	g__Pseudomonas_unknown	g__Pseudomonas_unknown.253
Espadaranaprosoblepon-ns_53	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Chryseobacterium	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__Chryseobacterium	NA	0.987452255904937	g__Chryseobacterium_unknown	g__Chryseobacterium_unknown.59
Espadaranaprosoblepon-ns_54	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	NA	0.999863130230947	g__Pseudomonas_unknown	g__Pseudomonas_unknown.254
Espadaranaprosoblepon-ns_55	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	NA	NA	NA	0.999992447809542	o__Enterobacterales_unknown	o__Enterobacterales_unknown.27
Espadaranaprosoblepon-ns_57	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	NA	NA	0.922886111373991	f__Enterobacteriaceae_unknown	f__Enterobacteriaceae_unknown.42
Espadaranaprosoblepon-ns_58	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	NA	0.999938615935235	g__Acinetobacter_unknown	g__Acinetobacter_unknown.110
Espadaranaprosoblepon-ns_59	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	NA	0.999863130230947	g__Pseudomonas_unknown	g__Pseudomonas_unknown.255
Espadaranaprosoblepon-ns_6	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	NA	0.99971243423642	g__Pseudomonas_unknown	g__Pseudomonas_unknown.256
Espadaranaprosoblepon-ns_60	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	NA	0.999863130230947	g__Pseudomonas_unknown	g__Pseudomonas_unknown.257
Espadaranaprosoblepon-ns_62	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	NA	0.999934647967638	g__Pseudomonas_unknown	g__Pseudomonas_unknown.258
Espadaranaprosoblepon-ns_63	d__Bacteria	d__Bacteria	NA	NA	NA	NA	NA	NA	0.999999999999859	d__Bacteria_unknown	d__Bacteria_unknown.2
Espadaranaprosoblepon-ns_65	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Duganella	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Duganella	NA	0.767738318371327	g__Duganella_unknown	g__Duganella_unknown.1
Espadaranaprosoblepon-ns_67	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Chryseobacterium	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__Chryseobacterium	NA	0.999988083561317	g__Chryseobacterium_unknown	g__Chryseobacterium_unknown.60
Espadaranaprosoblepon-ns_68	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	NA	0.999582067178654	g__Pseudomonas_unknown	g__Pseudomonas_unknown.259
Espadaranaprosoblepon-ns_69	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	NA	NA	0.918827567004126	f__Enterobacteriaceae_unknown	f__Enterobacteriaceae_unknown.43
Espadaranaprosoblepon-ns_7	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	NA	0.995670634158067	g__Pseudomonas_unknown	g__Pseudomonas_unknown.260
Espadaranaprosoblepon-ns_71	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	NA	0.999999964486701	g__Acinetobacter_unknown	g__Acinetobacter_unknown.111
Espadaranaprosoblepon-ns_72	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	NA	NA	NA	0.999732211189737	o__Enterobacterales_unknown	o__Enterobacterales_unknown.28
Espadaranaprosoblepon-ns_73	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	NA	0.999932004033712	g__Pseudomonas_unknown	g__Pseudomonas_unknown.261
Espadaranaprosoblepon-ns_74	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	NA	0.999999197991433	g__Flavobacterium_unknown	g__Flavobacterium_unknown.19
Espadaranaprosoblepon-ns_76	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Chryseobacterium	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__Chryseobacterium	NA	0.999994787568515	g__Chryseobacterium_unknown	g__Chryseobacterium_unknown.61
Espadaranaprosoblepon-ns_77	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	NA	NA	0.922886111373991	f__Enterobacteriaceae_unknown	f__Enterobacteriaceae_unknown.44
Espadaranaprosoblepon-ns_78	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Sphingobacterium	NA	0.99999999978963	g__Sphingobacterium_unknown	g__Sphingobacterium_unknown.9
Espadaranaprosoblepon-ns_79	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	NA	NA	0.999984166438345	f__Comamonadaceae_unknown	f__Comamonadaceae_unknown.22
Espadaranaprosoblepon-ns_8	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	NA	0.998706548846607	g__Pseudomonas_unknown	g__Pseudomonas_unknown.262
Espadaranaprosoblepon-ns_81	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	NA	0.999995490030532	g__Acinetobacter_unknown	g__Acinetobacter_unknown.112
Espadaranaprosoblepon-ns_82	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Aeromonadaceae; g__Aeromonas	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Aeromonadales	f__Aeromonadaceae	g__Aeromonas	NA	0.97084700932015	g__Aeromonas_unknown	g__Aeromonas_unknown.15
Espadaranaprosoblepon-ns_83	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Aeromonadaceae; g__Aeromonas	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Aeromonadales	f__Aeromonadaceae	g__Aeromonas	NA	0.97084700932015	g__Aeromonas_unknown	g__Aeromonas_unknown.16
Espadaranaprosoblepon-ns_85	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	NA	NA	0.999982881667844	f__Comamonadaceae_unknown	f__Comamonadaceae_unknown.23
Espadaranaprosoblepon-ns_86	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	NA	0.995390313556372	g__Pseudomonas_unknown	g__Pseudomonas_unknown.263
Espadaranaprosoblepon-ns_87	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	NA	NA	0.978497119154363	f__Enterobacteriaceae_unknown	f__Enterobacteriaceae_unknown.45
Espadaranaprosoblepon-ns_88	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	NA	NA	0.922886111373991	f__Enterobacteriaceae_unknown	f__Enterobacteriaceae_unknown.46
Espadaranaprosoblepon-ns_9	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	NA	0.991042823932974	g__Acinetobacter_unknown	g__Acinetobacter_unknown.113
Espadaranaprosoblepon-ns_90	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Aeromonadaceae; g__Aeromonas	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Aeromonadales	f__Aeromonadaceae	g__Aeromonas	NA	0.97084700932015	g__Aeromonas_unknown	g__Aeromonas_unknown.17
Espadaranaprosoblepon-ns_91	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	NA	0.999812664934996	g__Pseudomonas_unknown	g__Pseudomonas_unknown.264
Espadaranaprosoblepon-ns_92	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	NA	0.999593228632853	g__Pseudomonas_unknown	g__Pseudomonas_unknown.265
Hemidactylumscutatum-inhibitory_1	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__Pedobacter_himalayensis	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Pedobacter	s__Pedobacter_himalayensis	0.88831142101363	s__Pedobacter_himalayensis	s__Pedobacter_himalayensis
Hemidactylumscutatum-inhibitory_10	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	NA	0.999791025848118	g__Streptomyces_unknown	g__Streptomyces_unknown.1
Hemidactylumscutatum-inhibitory_11	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	NA	0.999555136184552	g__Streptomyces_unknown	g__Streptomyces_unknown.2
Hemidactylumscutatum-inhibitory_13	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Agromyces	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Agromyces	NA	0.939226249335552	g__Agromyces_unknown	g__Agromyces_unknown
Hemidactylumscutatum-inhibitory_14	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Micrococcaceae	NA	NA	0.999999611552132	f__Micrococcaceae_unknown	f__Micrococcaceae_unknown.5
Hemidactylumscutatum-inhibitory_15	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Micrococcaceae	NA	NA	0.999999611552132	f__Micrococcaceae_unknown	f__Micrococcaceae_unknown.6
Hemidactylumscutatum-inhibitory_16	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Paenarthrobacter	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Micrococcaceae	g__Paenarthrobacter	NA	0.940485975611836	g__Paenarthrobacter_unknown	g__Paenarthrobacter_unknown.2
Hemidactylumscutatum-inhibitory_17	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Janthinobacterium	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Janthinobacterium	NA	0.860802927316077	g__Janthinobacterium_unknown	g__Janthinobacterium_unknown
Hemidactylumscutatum-inhibitory_18	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	NA	NA	0.999997484420626	f__Oxalobacteraceae_unknown	f__Oxalobacteraceae_unknown
Hemidactylumscutatum-inhibitory_19	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Massilia	NA	0.999104284862984	g__Massilia_unknown	g__Massilia_unknown
Hemidactylumscutatum-inhibitory_2	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Chryseobacterium	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__Chryseobacterium	NA	0.999994787568515	g__Chryseobacterium_unknown	g__Chryseobacterium_unknown.62
Hemidactylumscutatum-inhibitory_20	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Variovorax	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Variovorax	NA	0.866342006382179	g__Variovorax_unknown	g__Variovorax_unknown
Hemidactylumscutatum-inhibitory_21	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__Stenotrophomonas_rhizophila	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	s__Stenotrophomonas_rhizophila	0.73660591760946	s__Stenotrophomonas_rhizophila	s__Stenotrophomonas_rhizophila.2
Hemidactylumscutatum-inhibitory_22	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	NA	0.999025259980765	g__Pseudomonas_unknown	g__Pseudomonas_unknown.266
Hemidactylumscutatum-inhibitory_23	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	NA	0.999866083531732	g__Pseudomonas_unknown	g__Pseudomonas_unknown.267
Hemidactylumscutatum-inhibitory_24	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	NA	0.999391925218628	g__Pseudomonas_unknown	g__Pseudomonas_unknown.268
Hemidactylumscutatum-inhibitory_25	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	NA	0.999515811734929	g__Pseudomonas_unknown	g__Pseudomonas_unknown.269
Hemidactylumscutatum-inhibitory_26	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	NA	0.999932004033712	g__Pseudomonas_unknown	g__Pseudomonas_unknown.270
Hemidactylumscutatum-inhibitory_3	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Chryseobacterium	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__Chryseobacterium	NA	0.999994787568515	g__Chryseobacterium_unknown	g__Chryseobacterium_unknown.63
Hemidactylumscutatum-inhibitory_4	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	NA	0.999668628416164	g__Flavobacterium_unknown	g__Flavobacterium_unknown.20
Hemidactylumscutatum-inhibitory_5	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	NA	0.999993671292901	g__Flavobacterium_unknown	g__Flavobacterium_unknown.21
