SampleID	sampleID_qPCR	JarID	DateStart	Rep	Inhibitory	RichLevel	introRich	Type	volPellet	cClean	CV	CV_sd	qPCR_log10	qPCR_sd	qPCR_lwr_95_total	qPCR_upr_95_total	Micro_Bd_density	Micro_Bd_density_sd	Micro_Bd_truezero	clouds_present	pinpricks_present	Micro_Bd_meansize	Micro_Bd_meansize_sd	Micro_Bd_medsize	ISO_13C	ISO_20A	ISO_20D	ISO_2E	ISO_2F	ISO_2H	ISO_32E	ISO_33B	ISO_33D	ISO_34B	ISO_34F	ISO_35A	ISO_35E	ISO_37E	ISO_37H	ISO_45D	ISO_50A	ISO_50B	ISO_BTB_45	ISO_BTB_47	ISO_20C	ISO_21C	ISO_24C	ISO_24D	ISO_24L	ISO_25A	ISO_25C	ISO_32G	ISO_35B	ISO_36A	ISO_36E	ISO_36G	ISO_40A	ISO_40B	ISO_45E	ISO_47C	ISO_49C	ISO_54G	ISO_BTB_28	ISO_BTB_59	obsRich_mergedASVfilt	shannon_mergedASVfilt	pielou_mergedASVfilt
Non_2020-09-14_3_Rep6	R6_J20_Bd	20	2020-09-14	Rep6	Non	3	2	Bd	1	TRUE	NA	NA	NA	NA	NA	NA	0	0	FALSE	FALSE	FALSE	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.302333681644026	0	0	0	0	0	0.694753174376999	0	0	0	0	0	0	0	0	0	0	0	0	2	NA	NA
Non_2020-09-14_3_Rep6	R6_J2_Pre	2	2020-09-14	Rep6	Non	3	2	CV	1	TRUE	0.177944444444444	0.00212785755580062	5.27702233985402	0.090850813913611	4.57567583312365	5.97836884658438	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88254	0	0	0	0	0	100138	0	0	0	0	0	0	0	0	0	0	0	0	2	0.691156237827975	0.997127676793893
Non_2020-09-14_10_Rep6	R6_J16_Bd	16	2020-09-14	Rep6	Non	10	8	Bd	1	TRUE	NA	NA	1.92075898330649	0.557898583356727	1.21941247657612	2.62210549003685	0	0	FALSE	FALSE	FALSE	11.3175352655989	2.03540675952341	11.3175352655989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0270194752577608	0.152029953337618	0	0	0	0	0	0.603369750481992	0	0	0	0	0	0	0.0475844533236469	0	0	0.148676967783397	0	0	5	NA	NA
Non_2020-09-14_10_Rep6	R6_J6_Pre	6	2020-09-14	Rep6	Non	10	8	CV	1	TRUE	0.219277777777778	0.00220479275922046	5.44532719559484	0.110346599844875	4.74398068886447	6.1466737023252	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2076	56166	0	0	0	0	0	140165	0	0	0	0	0	0	9878	0	0	69601	0	0	5	1.17032469758936	0.727163619390184
Con_2020-09-19_0_Rep7	R7_J17_Bd	17	2020-09-19	Rep7	Con	0	0	Bd	1	TRUE	NA	NA	3.25905972831788	0.425524602572895	2.55771322158752	3.96040623504825	221.456268797884	336.040563027516	FALSE	TRUE	TRUE	8.08662142971138	4.73975081025962	7.54699526275184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA
Con_2020-09-19_0_Rep7	R7_J14_Pre	14	2020-09-19	Rep7	Con	0	0	CV	1	TRUE	0.0226111111111111	0.00136422546197874	2.59230219617466	0.510516606795266	1.8909556894443	3.29364870290502	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhib_2020-09-19_1_Rep7	R7_J20_Pre	20	2020-09-19	Rep7	Inhib	1	1	CV	1	TRUE	0.0222777777777778	0.000927960727138337	4.53247603434479	0.178254228196246	3.83112952761442	5.23382254107515	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhib_2020-09-19_3_Rep7	R7_J13_Bd	13	2020-09-19	Rep7	Inhib	3	2	Bd	1	TRUE	NA	NA	1.90031410397488	0.38494628842145	1.19896759724451	2.60166061070524	0	0	FALSE	FALSE	FALSE	12.7140450312035	5.5285950441826	15.357607350279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA
Inhib_2020-09-19_3_Rep7	R7_J10_Pre	10	2020-09-19	Rep7	Inhib	3	2	CV	1	TRUE	0.223944444444444	0.00187823794493078	5.37714075185464	0.022905189505937	4.67579424512427	6.078487258585	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhib_2020-09-19_10_Rep7	R7_J19_Bd	19	2020-09-19	Rep7	Inhib	10	8	Bd	1	TRUE	NA	NA	1.48650206790534	0.392828921282239	0.785155561174981	2.18784857463571	0	0	TRUE	FALSE	FALSE	NA	NA	NA	0	0	0	0	0	0	0	0	0.596231752043531	0	0	0	0	0	0	0	0	0	0.394707193709998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	NA	NA
Inhib_2020-09-19_10_Rep7	R7_J5_Pre	5	2020-09-19	Rep7	Inhib	10	8	CV	1	TRUE	0.954611111111111	0.0240179331148854	5.80294735651415	0.0760478092247024	5.10160084978379	6.50429386324452	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	350193	0	0	0	0	0	0	0	0	0	238028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.674854960321657	0.973609904575373
Non_2020-09-19_1_Rep7	R7_J27_Bd	27	2020-09-19	Rep7	Non	1	1	Bd	1	TRUE	NA	NA	1.86538396090134	0.204218049045155	1.16403745417098	2.56673046763171	0	0	FALSE	FALSE	FALSE	4.80777724245632	2.7634122103464	3.40912749376571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.993548184049852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA
Non_2020-09-19_1_Rep7	R7_J26_Pre	26	2020-09-19	Rep7	Non	1	1	CV	1	TRUE	0.0249444444444444	0.00123603308118261	5.15165834124781	0.00220853321771493	4.45031183451745	5.85300484797818	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA
Non_2020-09-19_3_Rep7	R7_J22_Bd	22	2020-09-19	Rep7	Non	3	3	Bd	1	TRUE	NA	NA	1.55996500085257	0.284899330765219	0.85861849412221	2.26131150758294	0	0	FALSE	FALSE	TRUE	3.45810845428487	0.991757424029113	3.15554721170298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.958637469586375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA
Non_2020-09-19_3_Rep7	R7_J8_Pre	8	2020-09-19	Rep7	Non	3	3	CV	1	TRUE	0.0619444444444444	0.00187823794493078	5.76437269162462	0.0419514371091626	5.06302618489426	6.46571919835498	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	568085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4566	0	0	2	0.0464663666159837	0.0670367966850082
Non_2020-09-19_10_Rep7	R7_J23_Bd	23	2020-09-19	Rep7	Non	10	7	Bd	1	TRUE	NA	NA	2.96311323555411	0.121376866745875	2.26176672882375	3.66445974228448	0	0	FALSE	FALSE	FALSE	3.75667681843133	1.40771993818605	3.44786757892214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.387664387970939	0	0	0	0	0.175316513902088	0	0	0	0	0	0	0	0.0933141228043285	0	0.0389013212347874	0.218325618466632	0	0	5	NA	NA
Non_2020-09-19_10_Rep7	R7_J21_Pre	21	2020-09-19	Rep7	Non	10	7	CV	1	FALSE	0	0.00187823794493077	4.24058863115555	0.0451499979336116	3.53924212442518	4.94193513788591	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4943	0	0	0	0	1712	0	0	0	0	0	0	0	1140	0	319	7215	0	0	5	1.23831453106281	0.769408078122129
Con_2020-09-19_0_Rep8	R8_J11_Bd	11	2020-09-19	Rep8	Con	0	0	Bd	1	TRUE	NA	NA	4.21404838306853	0.140817699706494	3.51270187633817	4.9153948897989	454.212536324794	687.9171340357	FALSE	FALSE	FALSE	10.6802282253586	3.37831632333178	10.5183452485358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA
Con_2020-09-19_0_Rep8	R8_J9_Pre	9	2020-09-19	Rep8	Con	0	0	CV	1	TRUE	0.0159444444444444	0.000726483157256779	2.57603157202804	0.06610376147291	1.87468506529768	3.2773780787584	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhib_2020-09-19_1_Rep8	R8_J3_Bd	3	2020-09-19	Rep8	Inhib	1	1	Bd	1	TRUE	NA	NA	0.774881512348529	0.377771816144527	0.0735350056181655	1.47622801907889	0	0	FALSE	FALSE	FALSE	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA
Inhib_2020-09-19_1_Rep8	R8_J12_Pre	12	2020-09-19	Rep8	Inhib	1	1	CV	1	TRUE	0.968611111111111	0.0135963638930088	5.21675034153531	0.0942625228262917	4.51540383480495	5.91809684826568	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhib_2020-09-19_3_Rep8	R8_J16_Bd	16	2020-09-19	Rep8	Inhib	3	3	Bd	1	TRUE	NA	NA	1.99645534041769	0.232832790295332	1.29510883368733	2.69780184714806	0	0	FALSE	FALSE	FALSE	7.45175546820493	1.40084445721792	7.30408183767836	0	0	0	0	0	0	0	0	0.696571748221944	0	0	0	0	0	0	0	0	0	0	0.0127327455315522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	NA	NA
Inhib_2020-09-19_3_Rep8	R8_J25_Pre	25	2020-09-19	Rep8	Inhib	3	3	CV	1	TRUE	0.667277777777778	0.0104336528172597	5.6141384388807	0.156209156374053	4.91279193215034	6.31548494561107	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	265531	0	0	0	0	0	0	0	0	0	0	11706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.174948228883002	0.252396942221814
Inhib_2020-09-19_10_Rep8	R8_J24_Bd	24	2020-09-19	Rep8	Inhib	10	8	Bd	1	TRUE	NA	NA	2.02216804652102	0.353924794641048	1.32082153979066	2.72351455325138	1.12604882439602	4.50419529758408	FALSE	FALSE	FALSE	7.61101025774839	2.25567917536065	7.52915252015163	0	0	0	0	0	0	0	0	0.614668185702079	0	0	0	0	0	0	0	0	0	0.321105098262603	0.0537168897749929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	NA	NA
Inhib_2020-09-19_10_Rep8	R8_J4_Pre	4	2020-09-19	Rep8	Inhib	10	8	CV	1	TRUE	0.879277777777778	0.0152925181415982	5.60926585909058	0.0558006912645198	4.90791935236022	6.31061236582094	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	264767	0	0	0	0	0	0	0	0	0	123850	7349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.706644551304181	0.643215589879186
Non_2020-09-19_1_Rep8	R8_J6_Bd	6	2020-09-19	Rep8	Non	1	1	Bd	1	TRUE	NA	NA	2.34390986299309	0.516622259139085	1.64256335626273	3.04525636972345	2.40223749204484	6.7336147504275	FALSE	FALSE	TRUE	12.4319955543126	5.77564990559871	11.1903087531453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA
Non_2020-09-19_1_Rep8	R8_J18_Pre	18	2020-09-19	Rep8	Non	1	1	CV	1	FALSE	0.0462777777777778	0.00169148192751536	5.50711121034741	0.0995314691966658	4.80576470361704	6.20845771707777	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Non_2020-09-19_3_Rep8	R8_J1_Bd	1	2020-09-19	Rep8	Non	3	3	Bd	1	TRUE	NA	NA	1.91536257238803	0.359627225887282	1.21401606565767	2.61670907911839	0	0	FALSE	FALSE	FALSE	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102281239359891	0	0	0	0	0	0	0	0	0	0	1	NA	NA
Non_2020-09-19_10_Rep8	R8_J2_Bd	2	2020-09-19	Rep8	Non	10	6	Bd	1	TRUE	NA	NA	2.42860023830172	0.522008728526765	1.72725373157136	3.12994674503209	4.00372915340807	12.5701429258588	FALSE	FALSE	FALSE	8.28128582984039	2.5073956171222	7.74859885984875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.382504993537775	0	0	1	NA	NA
Non_2020-09-19_10_Rep8	R8_J28_Pre	28	2020-09-19	Rep8	Non	10	6	CV	1	TRUE	0.148611111111111	0.00220479275922049	5.19274977816286	0.169117329322683	4.4914032714325	5.89409628489323	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62368	0	0	1	0	NA
Con_2020-09-28_0_Rep9	R9_J15_Bd	15	2020-09-28	Rep9	Con	0	0	Bd	1	TRUE	NA	NA	4.46880353612974	0.954394686822646	3.76745702939937	5.1701500428601	498.019420804481	934.48856300457	FALSE	TRUE	TRUE	7.94220136967683	2.46033278484113	7.97202102806004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA
Con_2020-09-28_0_Rep9	R9_J11_Pre	11	2020-09-28	Rep9	Con	0	0	CV	1	TRUE	0.0186111111111111	0.000927960727138337	0.990880946073972	0.135940209126516	0.289534439343609	1.69222745280434	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhib_2020-09-28_1_Rep9	R9_J14_Bd	14	2020-09-28	Rep9	Inhib	1	1	Bd	1	TRUE	NA	NA	2.43744627783146	0.5175731682732	1.7360997711011	3.13879278456183	0	0	FALSE	FALSE	FALSE	15.9229507707095	3.15136973658997	15.9229507707095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA
Inhib_2020-09-28_1_Rep9	R9_J17_Pre	17	2020-09-28	Rep9	Inhib	1	1	CV	1	FALSE	0.341944444444444	0.00441902452785426	5.17675591330975	0.135567004251106	4.47540940657938	5.87810242004011	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhib_2020-09-28_3_Rep9	R9_J7_Bd	7	2020-09-28	Rep9	Inhib	3	3	Bd	1	TRUE	NA	NA	2.47590866712126	0.233052214251784	1.77456216039089	3.17725517385162	0	0	FALSE	FALSE	FALSE	16.6014598466533	5.97477321085679	16.6014598466533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.211854792966535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA
Inhib_2020-09-28_3_Rep9	R9_J8_Pre	8	2020-09-28	Rep9	Inhib	3	3	CV	1	TRUE	0.657277777777778	0.00169148192751537	5.38438880706921	0.00624836625496211	4.68304230033885	6.08573531379958	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA
Inhib_2020-09-28_10_Rep9	R9_J13_Bd	13	2020-09-28	Rep9	Inhib	10	10	Bd	1	TRUE	NA	NA	1.36581332374355	0.527172750399538	0.66446681701319	2.06715983047392	0	0	TRUE	FALSE	FALSE	NA	NA	NA	0	0	0	0	0	0	0	0	0.47632319165957	0	0	0	0	0	0	0	0.170421408479781	0	0.309540398957446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	NA	NA
Inhib_2020-09-28_10_Rep9	R9_J9_Pre	9	2020-09-28	Rep9	Inhib	10	10	CV	1	TRUE	0.649277777777778	0.0133364579672082	5.80577480676612	0.0841377161450209	5.10442830003576	6.50712131349649	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	273567	0	0	0	0	0	0	0	181521	0	149448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1.06553925819981	0.969895630324329
Non_2020-09-28_1_Rep9	R9_J12_Bd	12	2020-09-28	Rep9	Non	1	1	Bd	1	TRUE	NA	NA	3.71782536239611	0.438851584368932	3.01647885566575	4.41917186912648	221.406222183466	359.031097167646	FALSE	FALSE	TRUE	5.7715137188704	2.82013397854202	5.31577969488134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.963400556800435	0	0	1	NA	NA
Non_2020-09-28_1_Rep9	R9_J19_Pre	19	2020-09-28	Rep9	Non	1	1	CV	1	TRUE	0.0149444444444445	0.00187823794493076	4.88480776340859	0.334880088377653	4.18346125667822	5.58615427013895	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76230	0	0	1	0	NA
Non_2020-09-28_3_Rep9	R9_J26_Bd	26	2020-09-28	Rep9	Non	3	3	Bd	1	TRUE	NA	NA	2.71384370433343	0.510233048186632	2.01249719760307	3.41519021106379	0	0	FALSE	FALSE	FALSE	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0144459328132798	0	0	0	0	0.137604076379587	0	0.842513067002863	3	NA	NA
Non_2020-09-28_3_Rep9	R9_J28_Pre	28	2020-09-28	Rep9	Non	3	3	CV	1	TRUE	1.06227777777778	0.0130713852024607	5.80932305994254	0.0417655257556901	5.10797655321218	6.5106695666729	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268959	0	367494	2	0.681114382582879	0.982640342030468
Non_2020-09-28_10_Rep9	R9_J20_Bd	20	2020-09-28	Rep9	Non	10	10	Bd	1	TRUE	NA	NA	2.54458428775566	0.822706590260356	1.8432377810253	3.24593079448602	0	0	FALSE	FALSE	FALSE	5.00154491269536	2.88202100092281	4.25016068165483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.227922486766318	0	0.124524869995103	2	NA	NA
Non_2020-09-28_10_Rep9	R9_J2_Pre	2	2020-09-28	Rep9	Non	10	10	CV	1	TRUE	1.26061111111111	0.021560638003341	5.99263622974963	0.162457522629016	5.29128972301926	6.69398273647999	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154245	0	173397	2	0.691437768657404	0.997533839925368
